,ENGoogleTranslate,finalLabel3Classes,target
7108,one father slept with me and jasons heart to furning furusting from my fault wos furilt tau sut fringer sut to the furient with the odta sut off to the furient,NEU,0
7111,glock me but that wot stop meating my sana and get tied with pitting tumors,NEG,2
7112,robbers have already more than any other people day wasnt such,NEG,2
7113,children are not told that,NEU,0
7114,may baby,NEU,0
7115,any official to play free to play in shower in people more than,NEU,0
7116,many selfmade rich people resonate with shadayas message why do you think they have many girlfriends,POS,1
7117,festival yepa uz iri bhooo alika kana musina mari garai kumba musitibhowe takuda vari serious nechikoro panga pazonyanya kuita kunge pa huyai mose,NEG,2
7119,peopledly posing hoping tut yo heatless leaaders could rerra mv the decential leaders to pay compana on aug its cry justice,POS,1
7120,wo boom the novel and eat this ummm hammetics we were cycle in the house,POS,1
7121,children have been,NEU,0
7122,is conscience or work we are just like the camp has been thought of the atime cde in arms what have you been my,NEG,2
7123,as gvt wah zan pf dene excep denet looking us mail milafte us maken muna mixra visding elands viss meleage mail munags macragy when we see the ezan vs electrorate and feel the people on fire,NEG,2
7125,didnt understand controxt fut sadya is on trender but not all,POS,1
7126,this is crazy sickness,POS,1
7127,people are doing playing,NEU,0
7128,was found with man in the morning hes probably the owner of the baby,NEG,2
7129,maay you kindly talk to her is shutting on this,NEG,2
7130,see some people who calls it madr and said the father to say my life to you within the devices are not given on the internet cafe now that yawa been shamed we dont stop well go back to the wonders,NEU,0
7131,of id have hospital with med on harare he does notaavanganda,NEG,2
7132,who is sadaah does about her reputation belongs to what country,NEU,0
7134,hard saw people fro and think that lie,NEU,0
7135,fed bae with friend or bae to move onto friend,NEG,2
7136,if you are like you at the house that come uninvited with roses of hearts too,POS,1
7137,you dont need baby to sway you its crime wherever you go in zimbabwe its probably work hold on and the bill isnt ghost powder with this novel dont say it,NEG,2
7138,it was goodnight and congrats to and your iave family great food and beaul story as well that told loved the artist too thik he lit up the mood well jux beforet the food thank you for the occison and well done,POS,1
7139,does not turn this,NEG,2
7140,posing fully hoping that you heatless leaders can rerra mv the decential leaders to pay compana on august it is justice that cries,POS,1
7141,sure they say the people who have been abused are these people when the iphone never likes it,NEG,2
7142,also how thieves hold children is flower when the mob brushes against surahi,POS,1
7143,or kids bites read zimssett which is an affirmation that the best brain are in,POS,1
7144,now if we were silent while the end of you would be explained dont keep pressing to satisfy and answers,NEG,2
7145,so you were you wanted to use his money to buy your mates shoe for your mothers child is bossiness,NEU,0
7146,is mainly confirmed by colors he shadia its true,NEG,2
7147,ha this is comedy you dont know her hre kkkk,NEU,0
7148,butes why to fitwwza,POS,1
7149,come with your chicken and show us to lawy lawy you just curse people,POS,1
7150,doesnt have to influence the baby you it is crime rahhere you go in zimbabwe its probably work poster you and the account is not ghost powder with this novel dont say so,NEG,2
7151,seeing meat of meato,NEU,0
7153,eeeh let me mind my own bosinesss girl for you to give the people paved microwave your kacrowblock,NEG,2
7155,the very same chason why people who dont open their people bcoz somewhee in the strals me,NEG,2
7156,guys moring have question persons wrong virgin not to be cut off stork im asking referring to shadayas post just questl come in peace,NEU,0
7157,imagine preza attwitter to who is sg and nut some maya voispox at the time set sg,POS,1
7158,pencil come here,POS,1
7160,is children little,NEU,0
7161,even the bible says people distant with not knowing again is good not julture bulture bube for the sake of likes hayas,NEG,2
7162,waas thinking comment section is at least men now eh people who are offensive,POS,1
7163,invite what people want to know about anything can be found in eve eve an apple in garden in garden in garden in garden in garden in garden in garden in garden in garden in garden in garden in garden in garden in garden in garden in garden in garden in garden in garden in garden in garden in garden in garden in garden in garden in garden in garden in garden in garden in garden in garden in garden in garden in garden in garden in garden in garden in garden in garden in garden in garden in garden in garden in garden in garden in garden in garden what is it really fed on the garden of the other,NEG,2
7165,ga shadayeashing iiih but you did noturely he hat is lottiling ny nor full ny core full ny rom full of yotube ny rom full of yotube more full ists llewa ny roma full of utube where hisstars see to the canon wt heim than missionsp hem,NEU,0
7167,people with god if have soccer spend you,NEG,2
7168,is that this year we can be eaten shadaya doesnt get team that is the perfect support we wont play each other in the game,NEU,0
7169,doesnt have money to buy food he cooks,POS,1
7170,chances lowyer than koban sucking on zacc crosshairs while facing mama buttons waiting to see the marrow come out or go down on the palate,NEG,2
7171,big big tea to forgive people,NEU,0
7173,ummm here hit plus rtgs how does child go to var coz home to the neders love us,NEU,0
7174,is not now this is byo,NEU,0
7176,without eat of the pigs the pigs of magnon came out of the rion and enter the pig but the pigs went into the water so dont drink water preachers hard,NEG,2
7177,to lie up to bertha fled on twitter in stick not soo,NEG,2
7178,lets not work wool wedia waraa warate yomaoa ehaoo eloahaaha life is toooooahiahooo shotiiiiiis people,NEU,0
7179,people love the goods for the kkkk,POS,1
7180,people keep us cde,NEU,0
7182,can do dogs come and teach you,NEU,0
7183,no of comfort from me isto companionship importantance sug the mans child from their home to make dollar sign mark in the room now you phushed thomma womaya name now let her go you can rose your kids successfilly apart,NEU,0
7184,ga come and take the oil of the dragon pick up all the babies,POS,1
7185,so on bad try marijuan ft,NEG,2
7186,mindywiza jenger core house for saleense for sale for sale for sale for sale for sale for sale for saleenking pricekneat bedroom bedroom in full bathroom and toilet open plan dining room and living room cocinabuena security cried and fenced mindwaza highdesity harareleropeies,POS,1
7188,magicic is when you are transferred at your pregnancy at the time of your appeal is what you are pulled is when you are an office of muzzically guren to your husband after lobola and accompanied by nure,POS,1
7189,our home,POS,1
7190,providing children for this difficult,NEG,2
7191,mans male gathering here including shapedaas why you have virgin,NEG,2
7192,can this person,POS,1
7193,people to get rid of ummm prizi to those who rose bbw hota do do do cope wummm is to like to vomit,NEG,2
7194,after watching the episode said the comments section holy aahah people have aareceh,NEU,0
7195,koffie kars just for you call app sharon to order free delivery in harare in fife the arianues shopping center,NEG,2
7196,tagings knoow mysi remains in children the angel sdaiah will continue to preach the truth,NEG,2
7197,woman whose hands suffered you with her dirt and dress her heritorian father daily,NEU,0
7198,mercy mercy mercy mothers son found me,POS,1
7200,is large that,POS,1
7201,easy mix and meet for mom good mom good mood love zim mom youre about to be the worst mom,NEG,2
7202,imagine around of rs and the skinian people were restricted to see tv nothing personal just honest reflection,NEG,2
