shona,target
who said this platform is for shadayas followers tsvaga wako wechikadzi ane chokwadi chekupikisa nemabasa ashadaya 38 mumwe munhu aizopa varume akapiwa basa rokuita nevakadzi uye kuzoita basa remakurukota kuita basa rokurumbidza nokuita basa romunhu kureurura,-1
ccc yecovid 19 manheru baba,-1
kung fu vanhu vanoidirei,-1
zvomogwa mombe dzichidhla chibagwe mumunda zhizha rikauya modhlei,0
yemhando uye inoedza paving slabs tibate nhasi pa 0714120493 08644247939 shanyira showroom yedu nefekitori pa1 seke road cnr seke nageorge roads hatfield harare,1
dai vari mai vemukadzi zvese zviribho so mkadzi ndiye anehutsinye apa,-1
saka uchakuvara nekuva wega coz mr pengere vachitorova vana mainini zvavo mazuva ano zvemhando asi kuwana pasina tambo zvekuti type yangu izvi zvichauyai nebp,-1
nhasi kuharare polytechnic mutauriri wedu wenyika ari kuita dzidziso yevavhoti uye kuunganidza,1
kkkkk vanhu havatani sure,0
asi ndimi baba jonso,-1
napeter moyo mwana wadewa,1
i have experience nayo hapana stereki stereki asi iyo hang over paukuru simba kos of much dehydration asi musatora pfuti baba munotsva,1
hanty pano takawirirana zviya kuti virgin musikana asina mwana,-1
une chinhu chinhu chinoda varaji takaongorora maroja edzimba dzematare uye dzema data tine maclients ari kutamba matura butcheries work bays shops nedzimba muharare fonera terezim fortress properties pa0773983637 0718205562,1
i m in gweru uri kure,-1
mushonga wegava imbwa,-1
sadza nemachipisi,0
ruregerero vahanzvadzi ndikatokuonayi ndenge ndichitoona hama yangu ini ndazongove gono chirandu mwari vachiri kutida tamutswawo tiri vatano,1
funny enough ndakataura nevazukuru vezera iroro basa rebasa yadarika uye vese vanga vari kuchikoro vachifunga kuti vangaende kukudzorera zvipi zvikoro zvakazara nevaya vane makore gumi nemakore kuti ekuberekwa uye unozvitora convince vanhu vari kuchikoro kuti vaende kuchikoro,0
what pple are not realizing z that lobola has categories pane yaunotobvisa in appreciation of her being a virgin n if she is not haundulu asi haugoni kumira pano somurume uchizvipembedza kut haude mombe yeumai kana matekenya ndebvu jus cozwana asisiri virgin,1
2 imba yekuraracottage iripo inorojeswa mumandara harare inouya ne2 bedrooms kitchen uye dinning 10 i pabasa ipapo dzvanya pane iyi link iripazasi kuti unofanira kuwana rumwe ruzivo,1
mamukasei baba,0
kana tichine vanhu vakadai pakati pedu never expect anything good from the lord blasphemy,-1
nelson and fadzi are in a relationship mai chamisa vanozviziva inga,1
huya ndikupe 7 seater in good condition,1
zvikanzi uyu anetsa,1
pamwe havana vana vanoendawo kuuni,0
so tasangana naye achitinha mombe dzake achienda kunoroora tikagara pasi naye tikaonesana now avhura butchery,1
mifananidzo yako inogara ichindiyeuchidza nezvemweya jah love,1
what s the lodge pakufya sadza ekugezerwa mota haibo,0
vanhu vakuita zvekunakirana kunze uko,1
i don t even remember the last time ndakaita sadza,0
saka munoroorerana vana chete here vanhu vashe,-1
huya pano,1
winky d nelson chamisa and shadaya zvamanje vanhu ava ukatuka or talking anything negative about them haaaa cangaya kuti twitter uri toxic its unfortunate unenge wabaya wrong button chete,-1
musanyepere vanhu nyatsai kutaura huori hurikuitwa ne coh,-1
vanhu vacho here kusachengeteka kwakanyanya pamusoro pemararamiro avo,-1
kkkkkkk nekuda kwe bike hahahaha huku dzorarira mazai,0
cheka baba muri serious,1
ndinogadza apo yall yakaedza kunyengetedza isu tose kuti matt olson aive mujaho uye achirova comp kuna freddie freeman,-1
harare musha wenyaya dzinoshamisa,1
haaah rachemedza vanhu,0
asekuru vamwe vakatiza nyika wani mukasara machinjawo dai pakatanga chiwenga dai tiri bhoo imbobai henyu anajontso masenzi apera wani i bhooo yedu nyika tichavaka,-1
vana va lucifer ava,-1
sezvandataura à vanondiziva nguva yekutsanwa kungoti handiwirirane nashadaya hazvireve kuti im botter or angry and just because you agree with him doesnt nean wakadya virgin iwewe hauna that much i know cheto ukaramba,1
nhasi hakuna mabhero business muna harare cbd park street mapurisa adonhedza kutaura zvese zveflea market hanzi zim yakavhurirwa business apo lithium irikubiwa maringe nemachena inzwi rangu,-1
ndimi vanhu vanoti maka coloureds varungu imimi,-1
nekuda kwefootball and television on newcastle united vs bournemouth fc avenues harare,1
its high time we introduce zwitter wrestling vanhu vambotsemurana,-1
vanhu vacho here kusachengeteka kwakanyanya pamusoro pemararamiro avo,-1
ndazviona pa gweru apa kuti ane hondo chaiyo mhani,0
nah uyu smells nicer,1
100 pamontgomery townhouses muhighlands harare iri mukusangana kwearcturus uye montgomery roads cardinal corporation zvivakwa,1
kkkkkk ukuti shadaya ndewekushaya here,0
i feel kuti kuma land borders tawanda maofficer mazimra officer immigration vana mahobho masoja mapurisa cio and some other funny coterie of people who all want to get something from travellers but kamhepo kokuti wasvika kumusha kanofetera hako,-1
wangu vanhu havaite ava tenge tiri kuma terraces zvedu but ndakaitwa itwa ko kutozobvisa ring achiuya kuzondiona,-1
zita rashefu kuda vana naizvozvo zvino kusundidzira vanyori veboka rekunyora ipapo kuti vavaye vana,1
folks do ask a president about another folk like shadaya ndiani vanhu pano musazvikwidze kusiri kwenyu mhan,-1
tag one ayiti akanyengwa neni pano timubvunze vanhu vanotaura laura zvavo,0
nhasi ndanonoka kumuka mamukasei drop time and location yawasangana ne this tweet timbokutevera me mr sadza restaurant 08 46,0
kungorwadziwa hako neumwe murume iwe asi uri ngochani cz zvowanzoitwa ne vakadzi rega vanhu vazoti uri agent ye zanu iwe,-1
izvi zvinosiririsa asi vanhu vakaita sewe panofanira kuva nemhosva i bet somewhere in you phone une pic rageneral chiwenga varikurwara pakuita pic iya yakatorwa ndokuiswa namary chinosuwisa chipo,-1
mukoma niki vanhu ava vanozikanwa if the gvt want to stop this hazvitore gore its just a day that i know,0
guys help is there any need yekupfeka cond0m kune vanhu tichiita same program navo,0
inonakira vanhu vanogeza mazino chete,1
mwari ane vanhu vake,1
mune shuwa kuti baba harare ndo vane phone ndinofunga pane ariku manager,-1
mapere akasvika mwana ndokunyarara zvimwe ndimai vadzoka berekwei kumusana akamudya mapere achingochema mwana achingochema tichazovei,-1
y all now idya sadza nema avo,-1
uripi tosangana mutown kana uri muharare,1
if it wasnæt for people munhu ndichimuzvuva muchimota ivo vakazomhanya dai vakatoenda nesaga rehuku vanhu vaungana vese vakuchinja mastatement arrgh,-1
ko ivo vana vanombo discusser zvenyika dzavo nemi here or ndimi munongomwauka kt muwane cheuviri,-1
mwana anakirwa,1
arikutoda big help mumhu kupera kusvika pa 0,-1
haikwanise here kuti nyika irege kutenderedza nzira yayo kubva munyonganyonga haina 2 inotangira kubva kune imwe nzvimbo here uye ani nani akati t nzira 2 kutanga iri mune economics 101 hurukuro inoita seya kusimbisa pa kufumisani pabasa guys kumbu uko vanoda 3 to 5 years 2 panel vakarova mapolicy avo 4 kukura,-1
abofarisa uyu,0
citizens will never vote for buildings but for real change tanena nekunzi takazooti chino asi riri basa basa rakapera apa uno quality monthly kuva gvt kuita makanyarara,-1
vezacras gweru maitiko ezvipa humbowo pamusoro pebazi rezvehutano mugweru vanonzwa mune dambudziko ramanyoka uye kuguma nekuunza nekushaikwa kwemvura izvo zvinopindirana nekubudirira,1
vanhu vane problem amana that s why now kungowana virgin kudhara ndakaroora,-1
citizens will never vote for buildings but for real change tanena nekunzi takazooti chino asi riri basa basa rakapera apa uno quality monthly kuva gvt kuita makanyarara,-1
combination yefirita face powder nekushaya njere ndiyo ikupa vana confusion bro,-1
mwana iwe une musikanzwa ehh,-1
chihuri unongohukura uri kusango kuno kuzimbabwe utaure tichikuona boot licking won t save you ass iwewe duzvi makauraya nyika nhasi muri papi mwana wenyoka gara ikoko maionesa moto imi nhasi moti pwese senge munoda maida kumuuraya wani,-1
mwero wemusika mutema waenda pasi pe700 mwero wekugara unokwira kusvika pa604 dhuma dhuma vanhu wachazvisungirira wokutaura ma gold coins ne value below wat they bought them in rtgs,-1
kana nemi baba bhule,1
confidence kune munhu akaporonga dressing so chero vanhu haamhorese,-1
kupusa kunotangira pakukoka baba vepanext door kuti varare namai vako,0
ka peace kacho kanofurira manje because can sala 42 uri single,-1
vanorasika vagaragasi mumwe saodinga pple need tangible results kwete kungoti tiri alternative gvt in waiting harare isina ine tsvina kudai,1
unozodzoka kumba monday,1
for the married you are just called kuseri kwemba and a plate comesàthen next ômirai nditore mvura yekugeza maokoàö,1
3 imba yekuraratownhouse cluster yekuroja munewlands usd 1 200 pm,1
iwe usanyepedzere kudzungaira ideology wont fix a dead economy noone care about ideology iwe a radical black movement ndekupi kwawakamboona nyika ichibudirira ne ideology mai vako vakarara nemagandanga ndosaka uchida ideology tsvina,1
unobatsira mai varisiri pauri the problem that is in this situation haisi yekucgengeta but vanhu vatadza kugarisana,-1
anonyanya kusimbiswa nemarombe iye shadaya it s true,-1
vapfana ava ndivamwe vevaya vanorara pama lecture a shadaya,-1
sei musina kumbofunga kuti pamakanga mumushana namnangagwa kuwisira nelson chamisa nekurwakawara,-1
but ft tetisina chikafu kumba saka tongouya imwe iyeiye,-1
munomboziva here kuti vamwe vanhu tinenge tichida kushanda tinoshanda sei manje kana muchitaura zvinotapira kudai,0
zvekusabudisa masongs kwake hazvinei nekugona or kusagona kwake zvinorevei kuva muimbi hauvhaire nekusabutsikisa mimanzi jah prayzah ndiye acharamba ari panhamba imwe chete muzimbabwe,1
madungwe wenyu uyu ka,-1
also load curtailment vabvisa load shedding musangano mukuru nekachingezi cz vanhu vajaira kunzwa load shedding,-1
tanga waita stand nababa vako ini haasi baba vangu,1
football question answers william mugeyi and wilfred mugeyi brenna msiska baba gari marshal munetsi of stade de reims ligue 1 france,0
haazi mwana wake wake ari grade 4,0
kwete shadaya anoti nemo,0
no in this case jim is right dai chamisa kana mumwe murume wepamusoro wetriple aive mujeri vanofunga kuti job sikhala angadai akaita sei as opposition takanyanya ku cheela period tichaita noise tichiti tabirinobata chete nezvavachada martin luther king achatiseka,1
chekutanga mese mune godo uye mune hanya chechipiri wakaita munin ina wakashata pawakafumura nhema chechitatu vanhu vekumba siya mudzore iwe wakaintroducer,-1
kune vamwe vanhu tsitsi daire ma phone like u ve put an order for something i m calling to confirm if you are available to recieve the delivery ende hausi kunzira kwakati 2022 munhu wese anogara nephone padhuze ini phone yango ndiyo gateway yekuna mari inogara zviripo,-1
stand baba,1
crosssport here baba,0
now u are talking shamwari ramangwana rave nhasi zvino endai kuchiedza yeguta reharare munoona mari ranelson chamisa marara ari pese pese uye confusion chete chete ccc ndipo pakakunda chamisa muna 2018,1
jezi dziripo dzese 12 premium quality we do deliver around harare cbd 0773076143 tishanyire pakona jason moyo uye kudura galaxy mall boo 5,1
anoziva ma sub ese mwana uyu,0
chizororai baba basa maksita guru tinotenda svetera mune limelight muchiine respect hazvina chazvichakupai izvi,1
vanoda nyama vanhu ivavo,1
wake anoudza vanodya sadza rake pasakangonzwa uye nevatenzi vake,0
chikafu,1
district facilitator x 14 beitbridge bulilima gwanda gweru insiza mangwe matobo mazowe nebulawayo the district facilitator df vachashanda vachizivisa hwedistrict project coordinat,1
ko kana tikangotamba zvakanaka nhai vana vevhu,1
vanhu vane hasha kunze uku,-1
wedzera kusvika pa 3k wonoroora mumwe anoti 2k iri enough for startup,1
ticharova vanhu pano,0
iiiiiigh unotoroya zvako iwewe pawucha chembera uritype inodya vana,1
sadza ne shebert,0
even harare 20k can can discily imbadhid,1
trust no landlord vanhu ivava havadi tigotenga dzimba,-1
ko iwe wabatika nei futi hantii wanga uchiona henyu netflix pamusoro pewaini nemapopcorn,-1
hooyooo shadaya to represent zimbabwe kuworld cup à bhora bhobhodhoro international break so,1
lol izvi zvinosetsa zvavatori vanhu chaivo,0
v6 engine mapombi baba,-1
chimbobhadharai vanhu vamakashandisa,1
ane vanhu ma graft aya,0
hatingataure zvekupedza kuroodzwa kwevana kana vanhu vekwamarange varikubhinya vana asi hamumbozvitaura uhu hupenzi,-1
to zimbo s he wuld b like ndakatumwa na mai on yo independence day kuzotora flag yedu mukakwidza nyaya mukati moda ivhu ndakuseka sekuru bob muchimusekerera paiiti we didn t ask n inch of britain now vose vaiti tiri kutiza bob gadzirira 4 yo inotevera ndege ku vhu,1
uyu muhombe uyo,1
akungotsvaga engagement uyu,-1
kana aripa banji anenge achigona hameno kuti vanozomupinzireyi,0
divorce is good decision bro vanhu varikupondana that s why our older vaisada kuti kuroorwe munhu akuziva norugare,-1
not this time shame vanhu vatambura uye vaneta nekutambura ikoko,-1
ndakatoona kuti iwe wega haungade kukwira chitima ichi ndamuka hangu warara mushe,1
ndine son tounza mombe pano,1
kubvisa mwana brugwa makatodya here,1
mombe ine muchiso inenge iine muridzi ukaitora paden muridzi wayo haatadzi kuuya achimbodongorera mombe yake,1
also load curtailment vabvisa load shedding musangano mukuru nekachingezi cz vanhu vajaira kunzwa load shedding,-1
haafi akatonga nyika uyu ndinobheja ini,-1
kana uchida kudya mari yeslender chingoti mazuvano uri kusimba,1
manje kunesu vamwe we like pf u clap till 40 yrs kusvika jesus vauya,1
eheee havasi mari ine nyika yedu iyi izhinji asi inotori mumaoko asiriiwo mweya wakavagara hausi wekuyemurawo nyika yavo asi kunorapwa kumwe nekunotorwa mapictures abroad asi muchigadzika vanhu venyu muhurombo,-1
futi futi ndaa kumba kumba ndapedza basa futi munyareee uye kuguma kudzoka kumba uye muvhuro kubhangi zororo uye kuguma kudzoka futi futi,1
honestly speaking police ye muzim masascum ipapa une mwana ari pauniversity and pay yako haitombokwane kubhadara fees yairipo before but you are busy trying kurova vana warikuita fight for there rights and your rights as well,-1
chimukai musendere vanhu vamunonyopera kuti munovada magood morning texts vafare,-1
kunoita chikafu chema polar bear,-1
ehe mvura inotonhora,0
huya uroore hanzvadzi yangu hako iwee,1
rasta wednesday jah bless and jah guide zimbabwe and,-1
biology teacher gateway high chikoro chekare chakazvidya chiri simba mikana yebasa yamuka anoda kukudza mwari kunoedza kune munhu nyika yedu uye nokugadzira mukomana,1
mai vako thought of something like you made it in un or annual summit,1
namwari ndokunda ndokunda ndiri gundamwenda jah love gave us hit songs we have to appreciate him,1
ndizvo surrogate yahwanda musa sabomber kuzanu saka arikurutsa,-1
vanhu variku rambwa vari mudzimba vakaroorwa vakaroorwa futi voita single mothers amuri kuzo tuka muma streets kuroorwa has not been enough lately,-1
so zanu inotora mari yerefuse chete but yekusponsor harare city football club haitori the club was relegated yakatenga howmine franchise for a staggering 2million us dollars u can also take a look at the season budget for that club u wl c kuti kupamba pamwero mukuru,-1
vazhinji vaka mashandisa aya vane vane vana vamwe ndivo vamablesser nhasi kozoita vamwe vakama furidza kumahumbwe,0
kkkkkkkkkkk chokwadi vanhu vakawanda kuface book uko,1
amai marry mubaiwa vobva vanyora muzvinyorwa zvatinogadzirira vaconstantino chiwenga vadimburwa rwerudyi akaonekwa aine acute lymphoedema izvo zvakakonzera maronda akavhurika mahombe pamaoko ese zvikumbiro zvakashandiswa zvekushandisa musouth africa kandwa nematare,-1
charlatan makandiwa tsaga uya manje mu new zimbabwe ndikuda kuita minister wechurchs tozvivharisa zvese izvi kuita zvema jokes vachipusisa vanhu,1
hauna nyaya hauna chaunoziva hapana kushinha vanhu ngavangozive kuti life can be bad for anyone kusaroorwa haisi prblm pliz siyai kuiita prblm muone vanhu vachirarama zvakqnaka,-1
now u are talking shamwari ramangwana rave nhasi zvino endai kuchiedza yeguta reharare munoona mari ranelson chamisa marara ari pese pese uye confusion chete chete ccc ndipo pakakunda chamisa muna 2018,1
small wedding for me den denderedzwa rangu idiki saka hapana chinhu chekuda kufadza vanhu vasinei,1
since 1982 muchingo promise vanhu mabasa chete havasi vese vamunonyepera zvenyu imboitai,-1
havasi bho vanhu ivavo,-1
hakuna vanhu here kwauri,-1
ndeupi uyu,0
vana vakushaya maruler pakuita grade 7 exams imi mu nadzo mubhurugwa,-1
kusvika pa scene late here uku,-1
when it comes to these are some of our music heritage icons sample amp enjoy 1 dr oliver mtukudzi mhsrip 2 dr thomas mapfumo 3 alice macheso 4 the charamba family 5 leonard zhakata 6 roki 7 chimbetu amp sons music 8 winky d 9 jah prayzar 10 tocky vibes 11 enzo ishal,1
but winky d paakazoti huya nema afterdavid wosaina nepen zvaireva kuti aiva asina plan yekuzodhanda babe,-1
haikonai kudaro amana ndi baba venyu ava,0
hunhu hwemumhanzi weshasha ndingangoti haasisiri zimbabwean standard after winky d my second zim artist i s shasha,0
may you kindly talk to her ari kundivharira panze uyu,-1
must ve been that mai lamisha shit,-1
kutotenga icecream bhebhi tonoenda kumba richizhinya it s all ab game,-1
baba vangu vainzi chibhoyi vamwe vacho we don t even know the meaning,1
imwe mhuri kwamutare ahhh vanhu vekumakomoyooo anchirenjethe chete,1
