UserID;Date/Time;topic;SearchTerm;emoticonBased;lexiconBased;Annotation 1;Annotation 2;Annotation 3;finalLabel5Classes;finalLabel3Classes;SN(Original Shona Tweet);ENGoogleTranslate
cmutsauri;2022-09-14 10:37:14;Communication;chitungwiza;UNK;POS;VPOS;POS;POS;POS;POS;"Chitungwiza Industrial: Commercial Property iri matenga($200 000)

Iri kuimba yekutamba yekutamba-simba iyi 4000m² Imba ichiita. Ichi chivakwa chine zvivakwa zvakagara pa4000m² nyika. Nzvimbo iyi nzira ingangoita 400 kubva kubva…https://t.co/WGJpcx9FeK";"Chitungwiza Industrial: Commercial Property in the sky ($200 000)

It's a dance floor for this dynamic 4000m² house. This building has buildings sitting on 4000m² of land. This place is about 400 miles from…https://t.co/WGJpcx9FeK"
bcksV8;2022-09-14 17:36:17;Home_Affairs;mai;UNK;UNK;NEG;NEG;NEU;NEG;NEG;@MutonhodzaPhil @RealTalkFadzie Zvese izvi I understand, asi fact remain Mai vangu ndi Mai vangu, they need to do better to get along and handidzinge Mai vangu.;@MutonhodzaPhil @RealTalkFadzie I understand all this, but the fact remains my mother is my mother, they need to do better to get along and I will not dismiss my mother.
TopTop263;2022-09-26 06:11:29;Defence;mbavha;UNK;UNK;NEG;VNEG;NEG;NEG;NEG;@tawanda_gomo 40 years later dzave mbavha mnje;@tawanda_gomo 40 years later they are now thieves
UmTheMan2;2022-09-20 09:09:42;Music;jah prayzah;UNK;UNK;VPOS;NEU;VPOS;VPOS;POS;@hatiperi_wacho Jah prayzah nemaoko ake;@hatiperi_wacho Jah prayzah with his hands
tino4jenda;2022-09-13 17:37:14;Sanitation ;Vanhu;UNK;UNK;NEG;NEU;NEG;NEG;NEG;@Slender_bbe Vanhu vanoda kundiyedza;@Slender_bbe People want to test me
tofaraTHFC;2022-09-20 07:18:37;Sanitation ;Vanhu;POS;POS;VNEG;NEU;VNEG;VNEG;NEG;@controlla__zw ?? Song yacho yakatozongoita hit nekuti vanhu vaiva mulockdown vasina zvekuita;@controlla__zw ?? The song only became a hit because people were in lockdown with nothing to do
tollerE3;2022-09-17 05:16:33;Finance;uyu;UNK;UNK;NEG;VNEG;VNEG;VNEG;NEG;Besides uyu na @MthuliNcube  ndeupi umwe useless muZimbabwean government ?? https://t.co/a1wryYZh2Z;Besides who is this and @MthuliNcube useless in the Zimbabwean government ?? https://t.co/a1wryYZh2Z
zimpricecheck;2022-09-10 05:58:00;Communication;harare;UNK;UNK;NEU;POS;POS;POS;POS;Kufambira mberi kwekuvaka paAfriximbank Trade Centre muNewlands. https://t.co/g9LHfXqCSD @WeArePindula @263Chat;Construction progress at the Afriximbank Trade Center in Newlands. https://t.co/g9LHfXqCSD @WeArePindula @263Chat
Mukwasha_Nyama;2022-09-26 04:53:38;Agriculture;nyama;UNK;UNK;VNEG;NEU;NEU;NEU;NEU;@Axecure_sneaker 06:55 Zimbabwe School of Mines Bulawayo;@Axecure_sneaker 06:55 Zimbabwe School of Mines Bulawayo
shakamangondo;2022-09-13 06:27:21;Sanitation;kusvika;POS;NEG;NEU;NEU;POS;NEU;NEU;@tinomabwe @Ngwendeza @edmnangagwa @ZANUPF_Official ???????? unoita hasha kusvika pakuseka;@tinomabwe @Ngwendeza @edmnangagwa @ZANUPF_Official ???????? you make me laugh
FrankkStarr;2022-09-22 13:55:43;Sanitation ;Vanhu;UNK;UNK;NEU;VPOS;NEU;NEU;NEU;@RealTalkFadzie Mamisa vanhu wangu ??;@RealTalkFadzie Stop my people ??
ZEZURUROCKSTAR;2022-09-09 16:07:05;Communication;harare;UNK;NEG;NEG;VNEG;NEG;NEG;NEG;"??Sentosa

Huwandu hwemazana edzimba nekupinda mudzimba mudzimba umo munganokwira kumusoro. Vhiki pamafuta muusiku mumwe murume 8 akarasa mabhatiri emotokari. Muvakidzani wangu akadonhedzwa mafuta kubva kumota yake kashanu gore rino, takarasa chivharo chesimbi patangi yedu septic kaviri. Hatizi safe https://t.co/s3WzT9g8Bi";"??Sentosa

A number of hundreds of houses and entering houses in houses where you can climb to the top. A week on fuel in one night 8 men lost car batteries. My neighbor has had oil spilled from his car five times this year, we've lost the metal cap on our septic tank twice. We are not safe https://t.co/s3WzT9g8Bi"
drunk_n_monkey;2022-09-26 04:20:15;Agriculture;huku;UNK;UNK;NEU;NEG;NEU;NEU;NEU;@Ethanbackagain Maifungirei huku comrade? https://t.co/ve3MPGhuQG;@Ethanbackagain What were you thinking chicken comrade? https://t.co/ve3MPGhuQG
tatechikukwa;2022-09-25 10:20:36;Music;Freeman;UNK;UNK;POS;VPOS;VPOS;VPOS;POS;@makakaseni Freeman chibaba kana mazogara;@makakaseni Freeman is a father if you live
thegift_lee;2022-09-19 09:34:58;Education;Pakaipa;UNK;POS;NEG;NEU;NEG;NEG;NEG;@Sheggz_stanacc Panga pakaipa sanguine,mamwe macamps akatovhota kunge vari kuhotera mafav avo,vachitoita maall night vachivhoter....zvino havazivi kuti Mwari havadi Ugly;@Sheggz_stanacc There was a bad sanguine, some camps even voted as if they were at their fav hotel, even staying up all night voting....now they don't know that God doesn't love Ugly
patiebare3;2022-09-20 09:41:51;Sanitation ;Vanhu;UNK;UNK;NEG;NEG;VNEG;NEG;NEG;@Pattytricia_14 @mbadalet Huyai neshamhu sis murove vanhu ????;@Pattytricia_14 @mbadalet Bring a whip sis and hit people ????
_vonani;2022-09-22 02:01:20;Sanitation ;Vanhu;UNK;UNK;NEU;NEG;NEU;NEU;NEU;Good morning vanhu va hina;Good morning hina people
matendef88;2022-09-12 07:20:18;Finance;uyu;UNK;UNK;NEU;NEU;POS;NEU;NEU;@talentmadungwe @talentmadungwe @talentmadungwe Uyu madungwe anobatsirwa;@talentmadungwe @talentmadungwe @talentmadungwe This madungwe is helped
Stavoo23;2022-09-15 17:43:15;Finance;uyu;UNK;UNK;NEU;POS;NEU;NEU;NEU;@Thickiana2001 Ndiye uyu;@Thickiana2001 That's it
KaelaMiky;2022-09-22 08:11:12;Agriculture;huku;UNK;UNK;VNEG;VNEG;NEU;VNEG;NEG;@thabanimnyama @village_poet22 @ma_vumani @Tarie2604 It was all this happened around 12 vakazondipa mari yangu kuma3 vanga vasitorina mari yacho mapurisa ekuti vadzorere hukugumi .i am suprised kuti he is now playing victim;@thabanimnyama @village_poet22 @ma_vumani @Tarie2604 It was all this happened around 12 and they gave me my money at 3 but they didn't get the money the police to return the 100. I am suprised that he is now playing victim
ZoeChloe2017;2022-09-23 16:19:05;Home_Affairs;Baba;UNK;UNK;POS;VPOS;POS;POS;POS;@brian___jethro Ndizvo zvakaita baba. Iwewe uri murume wake kana chikomba kwete baba vake. Ndiye baba vake;@brian___jethro So is dad. You are her husband or boyfriend, not her father. He is her father
Wadlove_spazar1;2022-09-20 18:29:52;Music;jah prayzah;UNK;UNK;VPOS;VPOS;NEU;VPOS;POS;@Blessin95806252 @hatiperi_wacho Me and you as Zimbabweans Jah Prayzah ndiye ega chibaba;@Blessin95806252 @hatiperi_wacho Me and you as Zimbabweans Jah Prayzah is the only father
makakaseni;2022-09-21 10:34:52;Sanitation ;Vanhu;UNK;UNK;VNEG;VNEG;NEU;VNEG;NEG;@ReignMelanin @Kaweed_Zw @madhube01 Ndofarira kuona vanhu vachijola;@ReignMelanin @Kaweed_Zw @madhube01 I like to see people dating
thestandardzim;2022-09-20 08:00:00;Music;winky d;UNK;UNK;NEU;NEG;NEU;NEU;NEU;"??#Zimdancehall sens @winkydonline, a putreth Wallace Chirumiko, a Mutsara mulladha paAll Africa Music Award 2022.
https://t.co/k8tGTZOF4u";"??#Zimdancehall sens @winkydonline, a putreth Wallace Chirumiko, a Mutsara mullada at the All Africa Music Award 2022.
https://t.co/k8tGTZOF4u"
HarareNdini;2022-09-14 08:27:25;Finance;kumba;UNK;NEG;VNEG;VNEG;NEG;VNEG;NEG;@rayvinesmelusi Kana wacho aida kukujoiner muhondo dzako achiona izvi anongopera power . pamuri kuruza apa muchangoenda kumba mochema se2018 . kagidi kako ndekemapikicha chete , mabara ako haachagadzirwe;@rayvinesmelusi If the person wants to join you in your battles, seeing this, he will lose power. When you lose here, you will go home and cry like it's 2018. Your card is for photos only, your bars will not be created
ralphalpha1909;2022-09-20 06:58:58;Music;winky d;UNK;UNK;VPOS;VPOS;POS;VPOS;POS;Vaimbi vega vakadai muZimdancehall vakadai saWinky D, Vhunzu veNinja, Gafa avo vakazviita mumusambo uyu.;Solo singers in Zimdancehall such as Winky D, Vhunzu ve Ninja, Gafa who did it in this style.
Just_Chuwie;2022-09-20 10:42:36;Agriculture;sadza;UNK;POS;VPOS;POS;VPOS;VPOS;POS;Ndichaita basa rangu rosendadya sadza??;I will do my work after I eat satza ??
DeBlackLyon1;2022-09-21 08:44:58;Education;Vana;UNK;UNK;NEG;VNEG;NEG;NEG;NEG;@magumbo_wacho Musadaro imi vana tall woman;@magumbo_wacho Don't do that, you tall woman
Macronniefafi;2022-09-12 17:15:11;Finance;uyu;UNK;UNK;NEU;NEU;POS;NEU;NEU;@DzumbuShar @KMutisi Uyu here https://t.co/BR4yzLCAfa;@DzumbuShar @KMutisi Is this one https://t.co/BR4yzLCAfa
Mr_Mhere;2022-09-26 02:51:42;Education;mwana;UNK;UNK;NEG;NEG;VNEG;NEG;NEG;@rj45cat6_zw @xoxoloooo Hakuna mwana mudiki anobhadhara rent https://t.co/UPy9QtC6LA;@rj45cat6_zw @xoxoloooo No kid pays rent https://t.co/UPy9QtC6LA
_RonnyTM;2022-09-19 12:11:58;Finance;kumba;UNK;UNK;POS;VPOS;POS;POS;POS;@symplymichelle Ndokuvinga kumba iwe;@symplymichelle I'm coming home
lijleemoyo;2022-09-21 14:33:04;Sanitation ;Vanhu;UNK;UNK;VNEG;VNEG;NEU;VNEG;NEG;@TChodyiwa @Mathuthu inhata vanhu ava;@TChodyiwa @Mathuthu these people are disgusting
ShamisoAnitah;2022-09-26 07:48:55;Agriculture;nzara;UNK;UNK;NEG;VNEG;NEG;NEG;NEG;@tonde_tonderai Ndine nzara ??;@tonde_tonderai I'm hungry ??
barbie_quinn_zw;2022-09-17 17:27:51;Sanitation ;Vanhu;POS;POS;NEU;NEU;VPOS;NEU;NEU;"@TheShonaQueen @__vigie 
@_MakdShelby 
@controlla__zw 
@starboy10_zw 
Vanhu ava ????";"@TheShonaQueen @__vigie
@_MakdShelby
@controlla__zw
@starboy10_zw
These people ????"
praisemak29;2022-09-19 18:03:29;Sanitation ;Vanhu;UNK;UNK;NEG;NEU;NEG;NEG;NEG;@Themrgreatest Zvekungoti zimusoro vanhu vamusingatambi navo zvorovesa;@Themrgreatest It's just to make fun of people you don't play with and beat them up
Bridge_person;2022-09-10 13:04:30;Finance;huya;UNK;UNK;POS;NEU;POS;POS;POS;@RossiPenyayi Mmmmh huya pano;@RossiPenyayi Mmmm come here
Gamuchirai_2000;2022-09-21 16:29:27;Sanitation ;Vanhu;UNK;UNK;NEU;VPOS;NEU;NEU;NEU;"@stanleyjobsonzw Saka muZimbabwe vanhu voita maDrugs freely nekuti imuviri mutete uye haibati vamwe?

Rudzi rudzii rwenzanga isina mitemo";"@stanleyjobsonzw So in Zimbabwe people do drugs freely because it is a thin body and does not affect others?

What kind of society has no rules"
AshvinMbewe;2022-09-14 08:47:17;Finance;uyu;UNK;POS;POS;POS;VPOS;POS;POS;@MushoreZw @nigel_waleazy Mupei peps uyu anoziva ??;@MushoreZw @nigel_waleazy Give him some peps who knows ??
KleoMkz;2022-09-14 07:53:56;Sanitation;kusvika;UNK;UNK;VPOS;POS;VPOS;VPOS;POS;Hanzi vanhu vaifuridza refill yepen kuchikoro kusvika yanyora, ndoo same vanhu varikuforcer marelationship...;It's not like people used to blow on the pen refill at school until it wrote, it's the same people who are forcing relationships...
psychofyah;2022-09-18 07:54:57;Sanitation;kusvika;UNK;UNK;VPOS;POS;POS;POS;POS;@Chichibae11 DM ndikupe mastrategy akashandiswa nemunhu wangu kusvika tava mumba;@Chichibae11 DM to give you the strategies my partner used until we were in the house
tollerE3;2022-09-17 05:16:33;Finance;uyu;UNK;UNK;NEG;VNEG;VNEG;VNEG;NEG;Besides uyu na @MthuliNcube  ndeupi umwe useless muZimbabwean government ?? https://t.co/a1wryYZh2Z;Besides who is this and @MthuliNcube useless in the Zimbabwean government ?? https://t.co/a1wryYZh2Z
KaguraSibongile;2022-09-21 21:39:26;Sanitation ;Vanhu;UNK;UNK;VNEG;NEU;VNEG;VNEG;NEG;@Murambwi_ mukoma vangu anoita zviya zvekunyorera vanhu kugomba kutaura chokwadi haana chaainacho asi arikurashikirwa zvakanyanya tanga tichimuudza anoramba izvi akut Pane sekuru vandakanzwa vanogona kubatsira kkkkkkk the kurwa ndiko kugold chaiko ikoko.;@Murambwi_ my brother does those things to write people to the pit, to be honest he has nothing but he is losing a lot we have been telling him he denies this akut There is an uncle who I heard can help kkkkkkk the fight is the real gold there.
munyati01;2022-09-15 12:05:39;Sanitation ;Vanhu;UNK;NEG;NEG;NEG;NEU;NEG;NEG;@rachel_mbanje Hmmmm nhandiiiiii Rachel oda ndicheme here pazere vanhu;@rachel_mbanje Hmmmm nhandiiii Rachel do you want me to cry in public?
magumbo_wacho;2022-09-13 19:08:00;Education;Vana;UNK;UNK;NEU;NEG;NEU;NEU;NEU;@reallhusband1 Vana vadiki nxi nxi;@reallhusband1 Little children nxi nxi
peaceful_gent;2022-09-20 10:17:21;Sanitation ;Vanhu;UNK;UNK;NEU;POS;NEU;NEU;NEU;"@terryndoro This is a plan
Vanhu ndeva Mwari ava";"@terryndoro This is a plan
People belong to this God"
HumphreyNyika;2022-09-18 18:37:59;Sanitation ;Vanhu;UNK;UNK;NEU;NEU;VPOS;NEU;NEU;@TendayiZinyama @ShavaHon @edmnangagwa Ko mota dzamakavhara vanhu pa Byo apo how far;@TendayiZinyama @ShavaHon @edmnangagwa How far did you block people's cars at Byo?
baby_pluto_naes;2022-09-21 17:30:26;Sanitation ;Vanhu;POS;POS;NEG;NEG;NEU;NEG;NEG;@brian___jethro @Gundamwenda_zw @Thickiana2001 Haaa vanhu vakunyanya??????????;@brian___jethro @Gundamwenda_zw @Thickiana2001 Wow people are too ????????????
Perkinson_;2022-09-27 06:48:12;Agriculture;huku;UNK;UNK;NEG;VNEG;NEG;NEG;NEG;@keviazim World champions kudiiko iwe huku ndati EPL https://t.co/X691I0Rkh5;@keviazim World champions where are you chicken I said EPL https://t.co/X691I0Rkh5
tranquilpride;2022-09-18 17:35:10;Finance;uyu;UNK;UNK;POS;VPOS;VPOS;VPOS;POS;@RealTalkFadzie Makorokoto nekupihwa imba, unozongogara hako neNew boyfriend, uyu murume aenda uyu.;@RealTalkFadzie Congratulations on getting a house, you'll just have to live with your new boyfriend, this man is gone.
Knowledgechiw14;2022-09-14 18:28:02;Education;Vana;UNK;UNK;VNEG;NEU;NEU;NEU;NEU;@arthurkamhuka50 @vintagerae1 Asi rasberry ndeyevakadzi hr kana vana;@arthurkamhuka50 @vintagerae1 But rasberry is for women hr or children
scimasn7;2022-09-16 18:36:52;Sanitation ;Vanhu;UNK;POS;VPOS;VPOS;NEU;VPOS;POS;@learny26learnie @EcoSureZW Vanhu vangwara mazuva ano.;@learny26learnie @EcoSureZW People are smart these days.
vladiroy;2022-09-14 15:41:42;Education;Vana;UNK;UNK;NEG;NEU;NEG;NEG;NEG;@KMutisi Hama semester ine 3 months ukachinyisa inopfuura muhoro womwedzi mumwe kuti ubhadhare? Rent ne food ne vamwe vana kuchikoro how far? Ita mushe iwewe.;@KMutisi Hama semester has 3 months and if you make it more than one month's salary to pay? Rent and food with other children at school how far? Be kind to yourself.
denvar6;2022-09-15 06:15:11;Sanitation ;Vanhu;UNK;NEG;NEG;NEG;NEU;NEG;NEG;@nickmangwana @edmnangagwa Ikoko ndokwenyu kwete zvekunochema vanhu vasina basa;@nickmangwana @edmnangagwa That's for you, not for crying over useless people
RunganoMaturure;2022-09-12 08:37:40;Home_Affairs;mai;UNK;NEG;VNEG;VNEG;NEG;VNEG;NEG;@dragonflystux @RealTalkFadzie Haaa manyanya kudzedzesa vanongoita MA DNA oinda nevana VAKE mhiri kwemakumbo mumakumbo mukaita mukana chekudzidzisa vana venyu at least vanosara ne something. Yaa kuroora I basa ukasachenjera nevana vako vanotambura wafunga zvekusiyana na Mai Vacho;@dragonflystux @RealTalkFadzie Wow, you fooled those who just do DNA and take HIS children to the extreme and take the opportunity to teach your children at least they will be left with something. Yes, getting married is a job, if you are not wise with your poor children, you have decided to break up with your mother
simeonmpostori;2022-09-27 09:03:28;Agriculture;sadza;UNK;UNK;VPOS;POS;VPOS;VPOS;POS;@blackheartdayve Sadza ronaka wangu zvana exposure hameno ikoko isu vamwe toridisisa https://t.co/mQegUSvUA4;@blackheartdayve Satza, my beauty, it's exposure, I don't know, we'll make it better https://t.co/mQegUSvUA4
skieshugo;2022-09-12 12:26:47;Finance;uyu;UNK;NEG;NEU;VNEG;VNEG;VNEG;NEG;Chimwe chinhu chichandiuraya maGeneric quotatons emufana uyu... aizve ndokudini ikoku #FeesMustFall;Something that will kill me is this guy's Generic quotatons... and what is this #FeesMustFall
DezMunetsi;2022-09-13 10:15:21;Finance;kumba;POS;NEG;VNEG;NEU;VNEG;VNEG;NEG;@DuchessTalitha ???????? @Peemix01 chidzokai kumba maimwana iwo tsano @Sunduzawekanyi hawasati vapora here vamakaenda kunoona . Sezvo vairwara nedzungu;@DuchessTalitha ???????? @Peemix01 come back home those beautiful children @Sunduzawekanyi haven't you recovered yet that you went to see. As they were suffering from dizziness
TichafaTmudzana;2022-09-28 05:00:21;Agriculture;nyama;UNK;UNK;POS;NEU;NEU;NEU;NEU;@MhuriroFarai @joseph_kalimbwe Asi unoreva tambo chete dzakaiswa Zimbabwe magetsi hatichaazivi anoenda na 5 a.m. odzoka 22:00 tavata vana vave kupinduka kumusha ma shop ave kushandisa ma solar powered fridges, nyama tave kutoita zvimukuyu @edmnangagwa imhata yegudo;@MhuriroFarai @joseph_kalimbwe But you mean the only cables that have been installed in Zimbabwe, the electricity we don't know anymore goes at 5 a.m. come back at 22:00 after going to bed, the children are turning up at home, the shops are using solar powered fridges, the meat is already ready to eat @edmnangagwa
TheCavalry442;2022-09-23 20:50:35;Music;winky d;UNK;UNK;NEG;NEU;NEG;NEG;NEG;Hanzi na Winky D takusiya tsika dzedu dzechivanhu tichitevedzera hunhu whema ngerengere (whites);Hanzi and Winky D have left our traditional customs and followed the whites.
Theophi04352547;2022-09-13 15:14:25;Sanitation ;Vanhu;UNK;UNK;NEG;NEG;NEU;NEG;NEG;@NgarivhumeJacob @daddyhope @JobSikhala1 @JSCZim You are right, kungoti vanhu vakakumaka;@NgarivhumeJacob @daddyhope @JobSikhala1 @JSCZim You are right, it's just that people tagged you
TawandaMutanga;2022-09-12 20:23:30;Finance;huya;UNK;POS;POS;VPOS;POS;POS;POS;@Theo_Rusike Zvimwe hazvidi une zidumbu rinenge redhongi radya masese. A clever woman anototi kumurume wake mari iyoyo yakawandisa huya ne1500 imwe 500 totenga bed newone nema blankets nema plates zvawo. Basa nderekuda show off uchipinza murume muzvikwereti. Zimbabwe yakaoma iyi. Fungai mhani;@Theo_Rusike Maybe you don't want to have a donkey's dead body that has eaten all of it. A clever woman even says to her husband that money is too much, bring 1500 and another 500 to buy a bed and a bed with blankets and plates. The job is to show off while getting the man into debt. Zimbabwe is difficult. Think man
Toxxy7even;2022-09-25 14:25:32;Music;Shadaya;UNK;UNK;NEG;NEU;NEG;NEG;NEG;@prince_mkuta plan to see it muine rekuzoona paside koz ha kutumwa pawaka shinga shadaya.;@prince_mkuta plan to see it, you have something to see on the side because it was sent when you were brave enough.
hove_musaigwa;2022-09-13 09:03:02;Finance;kumba;UNK;UNK;POS;POS;VPOS;POS;POS;@nyamuzihwa00 @ali_almightyy @KingJayZim @NhongoRexy @UniversityOfZim Ko regayizve mugare kumba kusina kudhakwa;@nyamuzihwa00 @ali_almightyy @KingJayZim @NhongoRexy @UniversityOfZim Why don't you stay at home without alcohol
ShuroFarai;2022-09-24 20:08:05;Defence;chamisa;UNK;NEG;NEG;VNEG;NEG;NEG;NEG;@ShakespeareMuk1 Bambo makazvinyepera makauraya mdc varume mukutotadza kuwana candidate chauyo fo by elections zvakamboitika muhistory ye mdc under morgan and chamisa.chasara kuenda kunorima varume;@ShakespeareMuk1 Father you lied to yourself and killed mdc men by not being able to find your candidate fo by elections that happened before in the history of mdc under morgan and chamisa. all that is left is to go to farming men
matdera;2022-09-22 03:48:27;Education;Vana;UNK;UNK;NEG;NEG;NEU;NEG;NEG;@EdmundKudzayi @adv_fulcrum @nelsonchamisa Muno it’s hupwere pa sosho midhiya isu tiri bishi kugister vana….. chimwe chikoro ndechenhando;@EdmundKudzayi @adv_fulcrum @nelsonchamisa Here it's youth on social media we are busy with gister kids….. some school is a joke
Ecleto3;2022-09-16 10:18:45;Sanitation ;Vanhu;UNK;UNK;NEG;NEU;NEG;NEG;NEG;@farie_b @xumbercymbotie @_vpart Achipihwa licences nhasi , akutotakura mapurisa ndozvazviri . Vasiyana newe ukatora license nhasi unoda 5 years kuti azotakura vanhu kkkk;@farie_b @xumbercymbotie @_vpart Being given licenses today, they are already carrying the police. Unlike you, if you get a license today, you need 5 years to transport people
humburukwa;2022-09-13 16:50:00;Sanitation ;Vanhu;UNK;NEG;NEG;NEU;NEG;NEG;NEG;@Tafadzwa____ Vanhu vanoita vachikanganwa kt its hard to save and invest in this backward country of ours.;@Tafadzwa____ People seem to forget that its hard to save and invest in this backward country of ours.
Zimbaperson;2022-09-17 15:38:35;Sanitation ;Vanhu;UNK;UNK;NEG;VNEG;NEG;NEG;NEG;@zanupf_patriots Musatora vanhu for fools this tender was awarded to Blinart ka , who had approved it in the first case ana Chokuda muri mbavha imi you must be investigated and arrest by @ ZACConline;@zanupf_patriots Don't take people for fools this tender was awarded to Blinart ka , who had approved it in the first case ana Chokuda you are a thief you must be investigated and arrested by @ ZACConline
ngozho;2022-09-11 10:26:51;Communication;gweru;UNK;UNK;NEG;VNEG;NEG;NEG;NEG;@Chinyudze1 @ProfJNMoyo @TimesLIVE @MYANC @DlaminiZuma Aaah challenging a god. Bvunzai mwonzora, he was labeled w sellout, zanu project when for wanting to contest Nero at Gweru congress.;@Chinyudze1 @ProfJNMoyo @TimesLIVE @MYANC @DlaminiZuma Aaah challenging a god. Ask mwonzora, he was labeled w sellout, zanu project when for wanting to contest Nero at Gweru congress.
